module,question,answer,keywords
xmum_handbook_ocr,"What are some general rules for student dress code at XMUM?","Students are required to be appropriately attired in a manner befitting the status of university students at all times and must wear their student ID card in all academic and public venues. They must also abide by guidelines for specific sports/recreational venues.","dress code, student ID, general rules"
xmum_handbook_ocr,"What apparel is NOT allowed in public venues and formal occasions at XMUM?","Shorts, skirts that show the knee, sleeveless/singlets, see-through clothing, and flip-flops are not allowed in public venues and formal occasions.","dress code, prohibited, attire"
xmum_handbook_ocr,"Who enforces the dress code at XMUM?","All XMUM staff members are empowered to issue warnings and to bar any students who violate the rules.","dress code, enforcement, staff"
xmum_handbook_ocr,"What is the purpose of the XMUM Academic Guide and Regulations handbook?","The handbook aims to strengthen the implementation of standardized academic regulations for undergraduate programmes leading to Bachelor's Degrees, considering current and future university needs.","academic guide, regulations, purpose"
xmum_handbook_ocr,"What are some key responsibilities of students regarding academic regulations?","Students must read and understand all regulations, familiarize themselves with programme specifics, complete course registration on time, check university email/bulletin board regularly, pay tuition fees on time, attend activities, adhere to appointments, seek advice, and be responsible for consequences of non-compliance.","student responsibilities, academic, regulations"
xmum_handbook_ocr,"Who determines entry requirements for Bachelor's Degree Programmes?","Entry requirements for Bachelor's Degree Programmes are determined by the University.","admission, entry requirements"
xmum_handbook_ocr,"What happens if a student fails to register within the stipulated time after receiving an admission offer?","If students fail to register within the stipulated time, they are deemed to have declined the admission offer, although late registration may be allowed within 1-2 weeks with plausible reasons and supporting evidence.","admission, registration, deadline"
xmum_handbook_ocr,"What is provided to registered students for academic purposes?","Registered students are given a university email, ID, and password to access the Academic Affairs Online System for course registration and other academic-related purposes.","student services, academic system, login"
xmum_handbook_ocr,"What is the official communication channel between the University and students?","The university email will be the official communication channel between the University and students.","communication, official, email"
xmum_handbook_ocr,"What are the required purposes for carrying a student ID card on campus?","The student ID card is required for entering the campus, paying fees at the Finance Office, using library facilities, sitting for final examinations, and any other purposes on campus.","student ID, campus access, facilities"
xmum_handbook_ocr,"What is the process for withdrawing from the university?","Students wishing to withdraw must fill out a ""Programme Withdrawal Form"" from the Admissions Office, return university property, and settle all outstanding fees. The process takes up to 5 working days.","withdrawal, process, fees, forms"
xmum_handbook_ocr,"What is the refund policy for tuition fees upon withdrawal?","Students withdrawing within the first two teaching weeks of a new semester are eligible for a 50% tuition fee refund. After two weeks, there is no refund.","tuition fees, refund, withdrawal"
xmum_handbook_ocr,"How can Malaysian students change their study programme?","Malaysian students can change their study programme by filling out a prescribed form from the Academic Affairs Office and submitting it within two weeks before the end of a semester, provided they meet the new programme's entry requirements.","change programme, Malaysian students"
xmum_handbook_ocr,"Are students terminated for disciplinary problems eligible for re-admission?","No, students who have been terminated by the university due to disciplinary problems will not be eligible for re-admission.","re-admission, disciplinary, ineligible"
xmum_handbook_ocr,"What is the maximum duration for deferment of study?","Students shall not defer their studies for more than one year, except in the case of a health condition certified by a qualified medical practitioner.","deferment, study, duration, health"
xmum_handbook_ocr,"What is the fee policy if an application for deferment is received and approved before the semester starts?","If an application for deferment is received and approved before the semester starts, the student is exempted from paying any fees for the semester.","deferment, fees, exemption"
xmum_handbook_ocr,"What is the fee policy if a student applies for deferment after the semester starts?","If a student applies for deferment after the semester starts, paid tuition fees will be transferred to the next semester. A 50% refund is given if deferment is within the first two teaching weeks; no refund after two weeks.","deferment, fees, refund"
xmum_handbook_ocr,"What is the maximum duration of study allowed at XMUM?","The maximum length of study must not exceed 6 years (7 years for Bachelor of Medicine in Traditional Chinese Medicine (Honours)).","study duration, maximum, degree"
xmum_handbook_ocr,"How often is student evaluation of teaching conducted?","Student evaluation of teaching is conducted twice during the long semester and once during the short semester.","evaluation, teaching, frequency"
xmum_handbook_ocr,"What happens if students do not participate in the student evaluation of teaching?","Final semester results will not be released within the required timeframe to students who have not participated in the evaluation process.","evaluation, results, consequence"
xmum_handbook_ocr,"What is the maximum credit hours allowed for a long semester?","The maximum credit hours for a long semester is 21.","credit hours, long semester"
xmum_handbook_ocr,"What is the maximum credit hours allowed for a short semester?","The maximum credit hours for a short semester is 7.","credit hours, short semester"
xmum_handbook_ocr,"What is the timeframe for adding or dropping courses?","The designated timeframe for adding or dropping courses is TWO weeks for a long semester or ONE week for a short semester from the start date. Late applications (before week 5 for long, week 2 for short) may be considered for specific circumstances.","course registration, add/drop, timeframe"
xmum_handbook_ocr,"What is the minimum credit requirement students must maintain when dropping courses?","Students who wish to drop courses must maintain the minimum credit requirement for the semester (60% of the maximum credits per semester).","course dropping, minimum credits"
xmum_handbook_ocr,"What happens if a student receives a 'Fail' grade in a compulsory course?","If students receive a 'Fail' grade in a compulsory course, they are required to retake the same course.","retake course, fail grade, compulsory"
xmum_handbook_ocr,"What is the fee policy for course retakes effective January 1, 2024?","Effective 1 January 2024, all course retake attempts are subject to a chargeable fee: RM500.00 per credit hour for Art and Business courses, RM550.00 per credit hour for Science courses, and RM500.00 per credit hour for General Elective / MPU courses.","retake course, fees, policy"
xmum_handbook_ocr,"What are the methods of course assessment?","Course assessment methods can vary and may include continuous assessment (mid-terms, tests, assignments, laboratory work, presentations) and/or a final assessment (final examination).","course assessment, methods, evaluation"
xmum_handbook_ocr,"What is the minimum attendance requirement for each course?","The minimum attendance requirement for each course is 80%.","attendance, minimum, course"
xmum_handbook_ocr,"What happens if a student fails to meet the minimum attendance requirement?","Students who fail to meet the 80% attendance requirement without valid reasons will be barred from taking the final examination for that course and will receive a Grade F.","attendance, consequences, examination"
xmum_handbook_ocr,"What are the eligibility criteria for final examinations?","All registered and active students are required to participate in final examinations, provided they have completed official course registration, cleared all outstanding fees, and are not barred from the examination.","final examination, eligibility, fees"
xmum_handbook_ocr,"Under what grounds can students defer their final examinations?","Students may be allowed to defer their final examinations on medical and compassionate grounds and/or valid reasons accepted by the University; common illness or fever will not be considered.","examination deferment, medical, compassionate"
xmum_handbook_ocr,"What is the deadline for submitting a Deferment Form for final examinations?","The completed Deferment Form and supporting documents must be submitted to the Academic Affairs Office before the scheduled date of the examination, preferably before the examination week.","examination deferment, deadline, form"
xmum_handbook_ocr,"When is each student's personal examination timetable released?","The Academic Affairs Office will release each student's personal examination timetable one week before the final examination week.","examination schedule, release"
xmum_handbook_ocr,"What items are permitted in the examination room?","Permitted items include stationery, student ID for identification, and water bottles without labels or covers.","examination, permitted items"
xmum_handbook_ocr,"What happens if a student is found with unauthorized materials during an examination?","If students are found with unauthorized materials, it will be assumed they have used them, no defence will be accepted, and all unauthorized materials will be confiscated.","examination, unauthorized materials, misconduct"
xmum_handbook_ocr,"What is the earliest and latest a student can leave the examination room?","Students are not permitted to leave the examination room during the first 60 minutes after the examination starts and the last 15 minutes before it ends, except for sudden needs.","examination, leaving room, time limits"
xmum_handbook_ocr,"What happens if a student arrives 30 minutes or more after the examination starts?","Students who arrive 30 minutes or more after the examination starts will not be allowed to take the examination.","examination, late arrival, penalty"
xmum_handbook_ocr,"How are the Grade Point Average (GPA) and Cumulative Grade Point Average (CGPA) calculated?","GPA = (credits attempted for each course x grade point awarded for the course) / The total credits attempted in a semester. CGPA = Σ (credits earned for each course x grade point awarded for the course) / The cumulative credits earned over all semesters.","GPA, CGPA, calculation, grades"
xmum_handbook_ocr,"What is a ""CONDITIONAL PASS"" status?","A ""CONDITIONAL PASS"" status (Grade Point of 1.7 or Grade C-) allows students to retake the course to achieve a ""Pass"" or higher grade, but can only be utilized ONCE throughout the student's study duration, provided GPA and CGPA are above 2.0 in the current semester.","conditional pass, grades, retake"
xmum_handbook_ocr,"What is the grade threshold for Chemical Engineering and Electrical and Electronics Engineering students to pass a core/major/elective course?","Chemical Engineering and Electrical and Electronics Engineering students must obtain a threshold mark of 40 in the final examination and achieve an overall mark of 55 or above to pass a core/major/elective course.","grade threshold, engineering"
xmum_handbook_ocr,"What is the grade threshold for Computer Science and Technology, Software Engineering, Digital Media Technology, Cyber Security, Artificial Intelligence, Data Science, English Language and Literature, Chinese Studies, Accounting, Finance, International Business, and E-Commerce students to pass a core/major/elective course?","These students must obtain a threshold mark of 40 in all assessment components, including the final examination, and an overall mark of 55 or above to pass a core/major/elective course.","grade threshold, computer science, business"
xmum_handbook_ocr,"What is the grade threshold for Traditional Chinese Medicine students to pass a core/major/elective course?","Traditional Chinese Medicine students must obtain a threshold mark of 50 in all assessment components, including the final examination, and an overall mark of 55 or above to pass a core/major/elective course.","grade threshold, TCM"
xmum_handbook_ocr,"What is the grade threshold for Mathematics and Applied Mathematics students to pass a MAT-coded course?","Mathematics and Applied Mathematics students must obtain a threshold mark of 40 in all continuous assessment components, and an overall mark of 55 or above to pass a MAT-coded course.","grade threshold, mathematics"
xmum_handbook_ocr,"When are official results released to students?","Official results will be made available to students through the AC system within three weeks after the completion of the final examination.","results, release, timeframe"
xmum_handbook_ocr,"What is plagiarism and collusion?","Plagiarism is copying another person's work without proper acknowledgment, including using AI tools for direct copying or paraphrasing. Collusion is collaborating with others in preparing and writing work when it should be individual effort.","plagiarism, collusion, academic misconduct"
xmum_handbook_ocr,"What are the penalties for academic misconduct like plagiarism or collusion?","Any form of academic misconduct will result in a zero mark for the entire assignment or a portion of it. If collusion involves multiple people, all involved will face the same penalty.","academic misconduct, penalty, zero mark"
xmum_handbook_ocr,"What happens if a student is found guilty of cheating in an examination?","If proven guilty of cheating in an examination, the student will be considered to have failed the examination, receive a ""Fail"" grade, and will be required to retake the same course.","cheating, examination, penalty, retake"
xmum_handbook_ocr,"What is the Student Discipline and Behaviour Committee (SDBC) responsible for?","The SDBC is a committee responsible for handling academic disciplinary-related matters and imposing penalties on students found to have committed misconduct.","SDBC, discipline, misconduct"
xmum_handbook_ocr,"What penalties can the SDBC impose for examination misconduct?","Penalties may include a zero mark for the specific examination paper or all assessments, a one-semester suspension, requirement to retake affected assessments, expulsion from the University (for previous cases), a fine, or withholding of grades/transcript/degree.","SDBC, penalties, examination misconduct"
xmum_handbook_ocr,"How can students appeal against their examination results?","Students can appeal by requesting a re-marking of their final examination answer script for a specific course, submitting the appeal form to the Academic Affairs Office during the first week of a new semester.","appeal, examination results, re-marking"
xmum_handbook_ocr,"What is the fee for appealing an examination result?","An appeal fee of RM50.00 will be charged for each course, payable at the Finance Office.","appeal, fees, examination result"
xmum_handbook_ocr,"Under what conditions is an examination appeal considered successful and eligible for a refund?","An appeal is considered successful if the newly awarded mark is higher than the previous one, in which case the payment made for the appeal will be refunded to the student.","appeal, successful, refund"
xmum_handbook_ocr,"What are the grounds for appealing against a decision made on academic misconduct/disciplinary matters?","Appeals will be allowed based on grounds such as students believing they have been unfairly judged or major administrative mistakes affecting academic records.","appeal, disciplinary, misconduct"
xmum_handbook_ocr,"What are the graduation requirements at XMUM?","To be conferred a degree, students must fulfill minimum total credit hours, attain a minimum CGPA of 2.0, have received at most one ""Conditional Pass"" status, and fully settle all outstanding fees and charges.","graduation, requirements, CGPA, fees"
xmum_handbook_ocr,"What are the office hours for the Academic Affairs Office?","The Academic Affairs Office (Room A3#702) is open Monday to Friday from 8:30 am to 5:30 pm, with a lunch break from 12:30 pm to 1:30 pm.","Academic Affairs, office hours, contact"
xmum_handbook_ocr,"What are the additional fees for international students?","International students are required to pay a refundable Security Deposit of RM1,000 and an International Student Fee of RM2,500 per academic year.","international students, fees, deposit"
xmum_handbook_ocr,"When are semester fees due?","Students are required to pay the first semester fees upon enrolment and subsequently within seven (7) working days from the commencement of the new semester.","fees, payment, deadline"
xmum_handbook_ocr,"What happens if semester fees are not paid by the due date?","Students will be automatically barred from attending classes and may have access to facilities withdrawn. Certificates will be withheld at graduation if fees are outstanding. An administrative charge of RM30.00 per week will be imposed after the 7th day.","fees, late payment, consequences"
xmum_handbook_ocr,"What are the accepted modes of fee payment at XMUM?","Payment of fees can be made via Finance Office or Online Banking (ePayment portal, online fund transfer), Cheque/Bank Draft, Credit Cards, Direct Bank-In & Telegraphic Transfer (TT), and Cash.","fee payment, modes, options"
xmum_handbook_ocr,"What are the contact details and office hours for the Finance Office?","The Finance Office (Room A3-7-11) is open Monday to Friday from 9:00 am to 5:00 pm. Email: finance@xmu.edu.my, Phone: 03-8800 6856.","Finance Office, contact, office hours"
xmum_handbook_ocr,"What services does the Student Helpdesk provide?","The Student Helpdesk provides assistance with student vehicle registration, feedback, lost and found, student verification, student personal accident insurance, and PTPTN enquiries.","Student Helpdesk, services, support"
xmum_handbook_ocr,"What is required to register a motor vehicle with the Student Affairs Office?","To register a vehicle, students must submit a Student Vehicle Registration Form with photocopies of their Vehicle Registration Card, Student ID, valid Driving License, and an authorization letter if the student is not the owner.","vehicle registration, requirements"
xmum_handbook_ocr,"What is the policy on lost/damaged student ID cards?","Lost/damaged ID cards must be immediately reported to the Student Helpdesk during working hours and will incur an administrative charge. Only one student ID card is permitted per person at a time.","student ID, lost, damaged, policy"
xmum_handbook_ocr,"What does the Student Group Personal Accident Insurance cover for local students?","For local students, the policy covers accidental death, accidental permanent disablement, accidental death on public common carrier or in school premises, ambulance fees (RM50 private, RM25 government), kidnapping extension (RM15,000), bereavement allowance (RM2,000), daily hospital cash allowance (RM50 private, RM25 government), accidental dental treatment (RM500), and allowance for school/tuition fees.","insurance, personal accident, local students"
xmum_handbook_ocr,"Where can students get information about PTPTN (National Higher Education Fund Corporation)?","Students can visit the helpdesk of the Student Affairs Office to consult on PTPTN eligibilities, loan amounts, online application flow chat, online schedule, and application guidelines.","PTPTN, enquiries, student affairs"
xmum_handbook_ocr,"What are the contact details and office hours for the Student Affairs Office?","The Student Affairs Office (Room B1 # 107) is open Monday to Friday from 8:30 am to 5:30 pm. International Student Affairs Office email: internationaloffice@xmu.edu.my, Phone: 03-8800 6838 / 03-8705 5048.","Student Affairs, contact, office hours"
xmum_handbook_ocr,"What is the mission of the XMUM Counselling Centre?","The XMUM Counselling Centre aims to promote the mental well-being of all students, meeting their unique needs irrespective of age, socioeconomic status, ethnicity, culture, religion, gender identity, and sexual orientation.","Counselling Centre, mission, well-being"
xmum_handbook_ocr,"What services does the Counselling Centre provide?","The Counselling Centre provides free individual and group counselling, supporting students with adaptation, self-exploration, study stress, emotion, grief and loss, sexuality/gender, family, boy-girl relationships, friendship, and career guidance.","Counselling Centre, services, support"
xmum_handbook_ocr,"How can students make an appointment with the Counselling Centre?","Students can make an appointment by visiting http://www.xmu.edu.my/2017/0527/c14709a285624/page.htm or https://forms.office.com/r/thC285mijta.","Counselling Centre, appointment, booking"
xmum_handbook_ocr,"What are the contact details and office hours for the Counselling Centre?","The Counselling Centre (Room B1 # 111) is open Monday to Friday from 8:30 am to 5:30 pm. Email: counselling@xmu.edu.my, Phone: 03-8705 5059.","Counselling Centre, contact, office hours"
xmum_handbook_ocr,"What is the mission of the Career Services Office (CSO)?","CSO aspires to equip students with tools, skills, and resources to explore, develop, and manage their career pathways, enabling them to emerge as career-ready graduates with great humanistic capacity, professional knowledge, and skills.","Career Services, mission, student careers"
xmum_handbook_ocr,"What core activities does the Career Services Office (CSO) organize?","CSO organizes career coaching, Industry Engagement Sessions (IES), Grill The Drill Series (GTD), Industrial Visits, Structured Internship Briefings (SIB), Internship & Job Placement Support, Campus Career Fairs, and On-campus recruitment (OCR).","Career Services, activities, events"
xmum_handbook_ocr,"What is the contact number for the Career Services Office?","The contact number for the Career Services Office is 03-8705 5300.","Career Services, contact, phone"
xmum_handbook_ocr,"What is the main purpose of the International Student Affairs Office (ISAO)?","The main purpose of ISAO is to provide advice, information, and support for all international students at XMUM throughout their student lifecycle, from student pass application to graduation.","ISAO, international students, support"
xmum_handbook_ocr,"What kind of specialist advice does ISAO provide to international students?","ISAO provides professional and specialist advice on student pass/visa processes, including new applications, endorsements, transfers, extensions/renewals, cancellations, and related requirements like medical screening and insurance.","ISAO, student visa, immigration"
xmum_handbook_ocr,"What is the basic rule for international students regarding student passes?","All international students are required to have a valid student pass during their entire period of study in Malaysia.","international students, student pass, rules"
xmum_handbook_ocr,"When should international students submit their application for student pass renewal?","International students must submit their application for student pass renewal to ISAO at least twelve (12) weeks in advance of the expiry date.","student pass, renewal, international students"
xmum_handbook_ocr,"What happens if international students fail to renew their student pass on time?","Students who fail to renew their student pass on time risk overstaying in the country, which is a federal offence prosecutable by Malaysian laws, and may incur penalties.","student pass, overstaying, penalty"
xmum_handbook_ocr,"What academic requirements must international students maintain to avoid student pass revocation?","International students must maintain a minimum of 80% attendance in all scheduled classes and achieve a CGPA above 2.0 for academic performance, failing which their student pass may be revoked.","international students, attendance, CGPA"
xmum_handbook_ocr,"What are the contact details and office hours for the International Student Affairs Office?","The International Student Affairs Office (Room B1 # 104) is open Monday to Friday from 9:00 am to 5:00 pm. Email: internationaloffice@xmu.edu.my, Phone: 03-8800 6838 / 03-8705 5048.","International Student, contact, office hours"
xmum_handbook_ocr,"What is the purpose of the Extra-curricular Activities Guidebook?","The Guidebook is designed to assist in the formation and operation of students' clubs and societies, and to help create an efficient and clear administrative focus.","ECA, guidebook, clubs, societies"
xmum_handbook_ocr,"What types of clubs/societies are students generally allowed to form?","Students are generally allowed to form any types of clubs or societies except those which are politically affiliated, believed to be duplicates of existing clubs/societies, or in contravention of the law.","clubs, societies, formation, rules"
xmum_handbook_ocr,"What must be included in a club/society constitution for approval?","The constitution must include the name, logo, objectives, Pro-Tem committee members list (min. 7 students), duties of EXCO/Sub-committee, Principal Advisor/Co-advisor details and roles, election procedures, resignation/vacancies/dismissals, AGM details, membership/subscription fees, amendments to constitution, and signatures.","clubs, constitution, requirements"
xmum_handbook_ocr,"Who oversees all activities of a club/society and acts as a liaison with university authorities?","The Advisor(s), who must be a permanent staff of XMUM, oversee all activities and act as a liaison between the club/society and the university authorities.","clubs, advisor, roles"
xmum_handbook_ocr,"When must an Annual General Meeting (AGM) for clubs/societies be held?","An Annual General Meeting (AGM) must be held in October each year.","AGM, clubs, societies, timing"
xmum_handbook_ocr,"What are the requirements for clubs and societies to maintain active status?","To remain active, clubs/societies must submit event/activity proposals, submit semester activity reports (twice a year), participate in recruitment drives, attend yearly leaders briefing, organize regular activities, and complete submission of required documents.","clubs, active status, requirements"
xmum_handbook_ocr,"What are the recognition criteria for International Student Communities?","International Communities must submit a brief Community Profile (objectives, target group, vision) and an updated annual committee list with at least three named representatives to be officially recognized.","international students, communities, recognition"
xmum_handbook_ocr,"When must an event/activity proposal be submitted to the Extra-Curricular Activities Unit (ECA)?","An event/activity Proposal has to be submitted at least 1 month before major events and two weeks before minor events.","event proposal, submission, ECA"
xmum_handbook_ocr,"What are the guidelines for postering by clubs/societies?","All posters require prior approval from the Student Affairs Office, can only be posted on designated notice boards using pins, and are allowed for a maximum of 14 days (or until a day after the event for advertising). A penalty of RM50 applies for late removal.","postering, guidelines, clubs"
xmum_handbook_ocr,"What is required for students participating in field trips or special events?","All students participating in any field trip or special event MUST sign a Letter Release and Waiver of Liability Form, and those under 18 must have a parent/guardian sign it.","field trip, waiver, liability"
xmum_handbook_ocr,"Are student clubs and societies eligible for funding from XMUM?","Yes, all Student Clubs & Societies are eligible to apply for funding from XMUM for various activities like training, events, trips, registration fees, and equipment, provided they meet specific criteria.","clubs, funding, eligibility"
xmum_handbook_ocr,"What are the contact details and office hours for Extra-Curricular Activities (ECA)?","Extra-Curricular Activities (Room B1 # B1-103) is open Monday to Friday from 8:30 am to 5:30 pm. Email: ECA@xmu.edu.my, Phone: 03-8800 6818.","ECA, contact, office hours"
xmum_handbook_ocr,"Who writes the Residences Management Rules & Regulations?","The Residences Management Rules & Regulations are written by the Student Affairs Office (SAO) and Accommodation Office (AO) of Xiamen University Malaysia.","residences, rules, management"
xmum_handbook_ocr,"Who is eligible to apply for XMUM student residences?","All active full-time students of the University studying in the Malaysia campus for at least two semesters, whose home address is not within Kota Warisan area, and whose application is received before the closing date are eligible.","residences, eligibility, application"
xmum_handbook_ocr,"What is the booking fee for student residences?","A non-refundable Booking Fee to Residence Application Fee of Ringgit Malaysia One Hundred (RM100) has to be paid when submitting the ""Student Residences Application Form"".","residences, booking fee, application"
xmum_handbook_ocr,"Is the booking fee for student residences ever refundable?","The booking fee is refundable only if the University fails to allocate accommodation to the applicants.","residences, booking fee, refund"
xmum_handbook_ocr,"What deposit and rental payment is required upon check-in for student residences?","Successful applicants are required to pay a refundable deposit of Ringgit Malaysia Five Hundred (RM500) together with one semester's rental upon check-in.","residences, deposit, rental"
xmum_handbook_ocr,"What is the minimum tenancy period for student residences?","The minimum tenancy is for a semester according to the University's academic calendar.","residences, tenancy, duration"
xmum_handbook_ocr,"Are residents allowed to change units or duplicate keys without approval?","No, residents are not allowed to change units and duplicate key(s) without the approval of the Accommodation Office (AO). Duplication of key(s) without approval is a severe offence.","residences, room changes, keys"
xmum_handbook_ocr,"What is the administrative fee for requesting a change of unit in student residences?","An administration fee of Ringgit Malaysia Thirty (RM30) will be imposed for requesting a change of unit.","residences, room change, fee"
xmum_handbook_ocr,"What are the administrative charges for room key replacement or room unlock services?","The administrative charge for room key replacement or room unlock services is RM20.00 during office hours (Mon-Fri, 9 am-6 pm) and RM30.00 during non-office hours (Mon-Sun, 6 pm-10 pm, including public holidays).","residences, key replacement, fees"
xmum_handbook_ocr,"What is the visitor policy for student residential units?","Visitors are not allowed to stay overnight. Registered visitors must wait at designated areas and leave by 8:00 pm. Visitors of the opposite gender are strictly not allowed to enter residential units at any time, except immediate family/guardians before 8:00 pm, who must register.","residences, visitors, policy, gender"
xmum_handbook_ocr,"What is the curfew for student residences?","The curfew set for the residences is 12:00 am (midnight). Residents wishing to leave or return after 12:00 am must report at the guardhouse with their student IDs.","residences, curfew, security"
xmum_handbook_ocr,"What are some prohibited items and activities in student residences?","Prohibited items/activities include making excessive noise after restricted hours, illicit businesses, visiting opposite gender units, keeping pets, tampering with facilities, possession/consumption of prohibited drugs or pornographic materials, lethal weapons, harassment, smoking/vaping, consumption/display of alcohol, chewing gum, littering, ball games indoors, religious altars, and moving furniture.","residences, prohibited, rules"
xmum_handbook_ocr,"Is cooking allowed in student residential units?","Cooking is strictly prohibited in the units. Light cooking is allowed at the pantry, but extreme care must be exercised.","residences, cooking, pantry"
xmum_handbook_ocr,"What electrical appliances are permitted in student rooms?","Only haircare equipment, clock/radio, and computer equipment are permitted in rooms to reduce fire risk. Mini fridges, microwaves, hot plates, induction cookers, and large musical instruments are not permitted.","residences, electrical appliances, permitted"
xmum_handbook_ocr,"What is the fine for tampering with firefighting equipment in residences?","If found tampering with any firefighting equipment, the resident(s) concerned will be fined a minimum of Ringgit Malaysia Three Hundred (RM300) or depending on the severity of the damage.","residences, firefighting, fine"
xmum_handbook_ocr,"What is the check-out procedure for student residences?","Residents must fill in check-out documents, ensure units are clean (or face RM100 fine), remove personal belongings, return keys, and vacate rooms by 12:00 pm on the specified date. Failure to follow procedures results in deposit forfeiture.","residences, check-out, procedure"
xmum_handbook_ocr,"What are the consequences of withdrawal or premature termination of tenancy from student residences?","Any request for cancellation or premature termination of tenancy after check-in will result in the forfeiture of all rentals paid. Residents must give one-month written notice after a minimum one-semester stay or face a penalty of one-month rental and/or deposit forfeiture.","residences, tenancy, termination, refund"
xmum_handbook_ocr,"What is the policy on electricity consumption in student residences?","Student residents will be billed for their electricity consumption monthly, with charges equally borne by all residents in a shared unit. A late payment charge of RM10.00 per month applies after 30 days of the billing date.","residences, utilities, electricity"
xmum_handbook_ocr,"What are the guidelines for using public refrigerators at XMUM Residences?","All items must be stored in properly-covered, sealed containers, tagged with date of storage, owner's name, and room number. The storage period is limited to ONE week. Prohibited items include alcohol, drugs, unsealed items, strong-odour food, oversized items, and expired items.","residences, public refrigerator, guidelines"
xmum_handbook_ocr,"What is the location and operating hours of The English Lounge?","The English Lounge is located at B1G03 and is open from 9 am to 6 pm every weekday. Consultation hours are 2 pm to 5 pm on Mon, Wed & Fri, and by appointment.","English Lounge, location, hours"
