module,question,answer,keywords
mba_student,"How is the outcome of a final assessment appeal communicated to the student?","The outcome of the appeal will be conveyed to the student via student email within two weeks after the appeal period ends. The student will be informed of the reasons for the decision.","appeal, outcome, communication, email, decision"
mba_student,"Is it possible to make further appeals after the outcome of an appeal is decided?","No, the outcome of the appeal is final and further appeals will not be entertained.","appeal, finality, decision"
mba_student,"Under what condition is an appeal considered successful and the fee refunded?","An appeal is considered successful if the new awarded mark is higher than the previous one given, and the payment made for the appeal will be returned to the student.","appeal, success, refund, marks"
mba_student,"On what grounds can students appeal against decisions made on academic misconduct or disciplinary matters?","Students can appeal on grounds such as considering they have been unfairly judged or if there was a major administrative mistake that affected their academic records.","appeal, academic misconduct, disciplinary matters, unfair judgment, administrative error"
mba_student,"Where can students obtain the 'Appeal against Disciplinary Matters' form?","The prescribed form 'Appeal against Disciplinary Matters' is available at the MBA Centre.","appeal, disciplinary matters, form, MBA Centre"
mba_student,"What authority does the Director of MBA Centre have regarding appeals on academic misconduct/disciplinary matters?","The Director of MBA Centre has the authority to accept or reject an appeal, make decisions for any appeal considered, and validate any appeal that is not eligible for consideration.","appeal, disciplinary matters, Director, authority"
mba_student,"How is the outcome of an appeal against academic misconduct/disciplinary matters communicated?","The outcome of the case will be conveyed to the student in writing within two weeks of filing the appeal.","appeal, disciplinary matters, outcome, communication, writing"
mba_student,"Is the decision made by the Director of MBA Centre on disciplinary appeals final?","Yes, every decision made by the Director of MBA Centre is final, and any subsequent appeal will not be entertained.","appeal, disciplinary matters, Director, final decision"
mba_student,"Will students be disadvantaged for making an appeal in good faith on disciplinary matters?","No, if an appeal has been made in good faith, students will not be disadvantaged in any way as a result of making an appeal, whatever the outcome.","appeal, disciplinary matters, good faith, disadvantage"
mba_student,"Which students are permitted to re-sit a semester course assessment?","A student whose study status is Probation (CGPA is below 3.00) is permitted to re-sit the assessment for any course with a grade lower than B obtained in the current semester.","re-sit, assessment, probation, CGPA, grade"
mba_student,"What is the highest grade a student can obtain after a re-sit assessment?","The highest overall grade a student can obtain for a course after a re-sit assessment is B.","re-sit, assessment, grade, highest grade"
mba_student,"What is the processing fee for each re-sit paper?","A processing fee of RM100.00 shall be charged for each re-sit paper.","re-sit, fee, processing fee"
mba_student,"When are re-sit assessments typically held?","The re-sit assessment will be held on the second week of the semester or at a later date when necessary.","re-sit, assessment, schedule"
mba_student,"What are the conditions for a student to be conferred a degree?","Students will be conferred a degree if they fulfill the minimum total credit hours, attain at least a CGPA of 3.00, fully settle all outstanding fees and charges, and pass the Chinese 1 and Selected Topics on China course(s).","graduation, degree, requirements, credit hours, CGPA"
mba_student,"What is the minimum CGPA required for graduation?","A minimum CGPA of 3.00 is required for graduation.","graduation, CGPA, minimum requirement"
mba_student,"What courses must be passed for graduation, and can exemptions be applied for?","Students must pass Chinese 1 and Selected Topics on China. Exemptions can be applied for by filling in the Postgraduate Course Exemption Application Form and submitting it to the MBA Centre.","graduation, courses, exemption, Chinese 1, Selected Topics on China"
mba_student,"What is the definition of 'Good Standing' in terms of academic status?","A student shall be deemed to be in Good Standing by achieving a minimum CGPA of 3.00.","academic status, good standing, CGPA"
mba_student,"What is the minimum CGPA required to maintain good academic standing?","A CGPA of at least 3.00 must be maintained in every semester until the completion of the MBA programme to be in good academic standing.","academic status, good standing, CGPA, semester"
mba_student,"Under what condition is a student placed under probation?","A student shall be placed under probation if their CGPA is below 3.00.","academic status, probation, CGPA"
mba_student,"What are the requirements for students under probation regarding subjects with a conditional pass?","Students under Probation status are required to retake subjects where they achieved a conditional pass. They must repeat the subject until a minimum grade of 3.0 is achieved.","probation, academic status, retake, conditional pass"
mba_student,"Can a student on probation take a subject with a prerequisite that has a conditional pass?","No, students are not allowed to take a subject with a prerequisite subject for which they achieved a conditional pass.","probation, prerequisite, conditional pass"
mba_student,"What are the grounds for termination of a student's candidature on academic grounds?","A student may be terminated if they fail to maintain a minimum cumulative GPA of 3.00 within the prescribed period of study, provide false or misleading information during application/registration, fail any compulsory or elective course twice, exceed maximum failed credit hours, or exceed the maximum study duration.","termination, academic grounds, GPA, false information, failed courses"
mba_student,"What are the grounds for termination of a student's candidature due to academic misconduct?","A student may be terminated in proven cases of plagiarism, cheating in assessments or examinations, falsification of data, or other serious breaches of academic integrity, as determined by the MBA disciplinary committee.","termination, academic misconduct, plagiarism, cheating, falsification"
mba_student,"What are the grounds for termination of a student's candidature on disciplinary or administrative grounds?","A student may be terminated if they violate the University’s code of conduct, fail to settle outstanding fees by the deadline, or are no longer eligible to pursue studies under applicable laws (e.g., loss of immigration status).","termination, disciplinary grounds, administrative grounds, code of conduct, fees, immigration status"
mba_student,"Where is the Office of MBA Centre located?","The Office of MBA Centre is located in Room A2 - 427.","MBA Centre, location, office"
mba_student,"What are the operating hours of the Office of MBA Centre?","The Office of MBA Centre is open Monday to Friday from 8:30 am to 5:30 pm, with a lunch break from 12:30 pm to 1:30 pm.","MBA Centre, office hours, schedule"
mba_student,"What is the email address for the MBA Centre?","The email address for the MBA Centre is mbacentre@xmu.edu.my.","MBA Centre, contact, email"
mba_student,"What is the security deposit for international students?","International students are required to pay a security deposit of RM1,000, which is refundable.","international students, fees, security deposit, refundable"
mba_student,"What is the international student fee per academic year?","The international student fee is RM2,500 per academic year.","international students, fees, annual fee"
mba_student,"When are the first semester fees required to be paid?","Students are required to pay the first semester fees upon enrolment.","fees, payment, enrolment, first semester"
mba_student,"When are subsequent semester fees due?","Subsequent semester fees must be paid within seven (7) working days from the commencement of the new semester.","fees, payment, deadline, new semester"
mba_student,"What happens if semester fees are not paid by the due date?","Students will be automatically barred from attending classes after the specified due date if semester fees are not paid or a formal letter of appeal is not given to the Finance Office.","fees, payment, consequences, barred from classes"
mba_student,"How are students reminded about fee payment deadlines?","Reminders will be given to students via email.","fees, payment, reminders, email"
mba_student,"What is the consequence of owing the University at the time of graduation?","Students who owe the University at the time of graduation will have their certificates withheld until full payment has been received.","fees, graduation, consequences, certificate"
mba_student,"What is the timeframe for the refund process after submitting a Withdrawal Form?","The refund process will be within 60 days from the receiving date of the completed Withdrawal Form and relevant documents.","refund, process, timeframe, withdrawal"
mba_student,"What are the available modes of payment for fees?","Payment of fees can be made via the Finance Office or Online Banking (E-Payment).","fees, payment, modes of payment, online banking"
mba_student,"How can students make payments via the ePayment portal on the XMUM website?","Students can log in to the XMUM website (www.xmu.edu.my), click on ePayment, and follow the ePayment Guide. A payment confirmation will be sent upon successful payment, and an official receipt can be printed.","payment, online banking, ePayment, website"
mba_student,"What reference is needed when making an online fund transfer for fees?","When making a payment through online fund transfer, the student ID number must be entered as the reference number.","payment, online fund transfer, reference number, student ID"
mba_student,"What should be done after a successful online fund transfer for fees?","After a successful online fund transfer, the payment confirmation should be emailed to finance@xmu.edu.my.","payment, online fund transfer, confirmation, email"
mba_student,"To whom should cheques or bank drafts for fees be issued?","Cheque/Bank Draft payments should be issued to 'XMU Jiageng Education Development Sdn Bhd'.","payment, cheque, bank draft, payee"
mba_student,"What information should be written on the reverse of a cheque or bank draft for fees?","On the reverse of the cheque/bank draft, students should write their name, IC number, contact number, and details of what is being paid.","payment, cheque, bank draft, details"
mba_student,"When can an official receipt be collected for cheque/bank draft payments made at the Finance Office?","If the cheque/bank draft is paid at the Finance Office, an official receipt will be generated immediately.","payment, cheque, bank draft, receipt"
mba_student,"When can an official receipt be collected for posted cheque/bank draft payments?","If the cheque/bank draft is posted, the official receipt can be collected from the cashier on the next visit to the campus.","payment, cheque, bank draft, receipt, collection"
mba_student,"Where can credit card payments for fees be made?","Credit card payments for fees can be made at the Finance Office or through online banking.","payment, credit card, finance office, online banking"
mba_student,"Are there any processing fees for Visa/Master cards or UnionPay cards for fee payments?","No processing fee will be imposed on Visa/Master cards or Union-pay cards.","payment, credit card, fees, processing fee"
mba_student,"What is required for credit card payment verification?","A PIN is required as a form of verification for credit card payments.","payment, credit card, verification, PIN"
mba_student,"What is the bank account information for direct bank-in or telegraphic transfer for fees?","The bank account details are: Account Name: XMU Jiageng Education Development Sdn Bhd, Bank Name: Malayan Banking Berhad, Account no: 5624-3250-5328, Swift Code: MBBEMYKL, Branch: KLIA 2.","payment, bank transfer, account details"
mba_student,"What information should be included on the reverse of a TT slip or in an email for direct bank-in/TT payments?","On the reverse of the TT slip, or in the email, students should include their name, IC/passport number, contact number, and details of what is being paid.","payment, bank transfer, TT slip, email, details"
mba_student,"Where are cash payments for fees to be made?","Cash payments for fees are to be made at the Finance Office.","payment, cash, finance office"
mba_student,"What administrative charge is imposed if fees are not paid by the specified due date?","An administrative charge of RM30.00 per week will be imposed commencing from the eighth (8th) day of the new semester if payment is not received by the specified due date.","fees, administrative charge, late payment, penalty"
mba_student,"What is the consequence of defaulting on fee payments for more than one semester?","The university has the right to withdraw the student due to default in payment of fees for more than one semester.","fees, default, withdrawal, consequences"
mba_student,"Where is the Finance Office located?","The Finance Office is located in Room A3-7-11.","Finance Office, location"
mba_student,"What are the operating hours of the Finance Office?","The Finance Office operates Monday to Friday from 9:00 am to 5:00 pm.","Finance Office, office hours, schedule"
mba_student,"What is the email address for the Finance Office?","The email address for the Finance Office is finance@xmu.edu.my.","Finance Office, contact, email"
mba_student,"What is the phone number for the Finance Office?","The phone number for the Finance Office is 03-8800 6856.","Finance Office, contact, phone"
mba_student,"What is the primary role of the Student Helpdesk?","The Student Helpdesk acts as the first point of contact for students to Xiamen University Malaysia (XMUM) and provides assistance in various areas.","Student Helpdesk, services, contact point"
mba_student,"What types of assistance does the Student Helpdesk provide?","The Student Helpdesk provides assistance with Student Vehicle Registration, Feedback, Lost and Found, Student verification (for ID cards, transport discounts), Student Personal Accident Insurance, and PTPTN enquiries.","Student Helpdesk, assistance, services"
mba_student,"Is vehicle registration compulsory for students using motor vehicles at XMUM?","Yes, the University operates a compulsory vehicle registration scheme for student vehicles. Any student wishing to use a motor vehicle at XMUM must register it with the Student Affairs Office.","vehicle registration, compulsory, Student Affairs Office"
mba_student,"What are the consequences of failing to register a motor vehicle?","Students who fail to register their motor vehicle will face prohibition of entry into XMUM premises.","vehicle registration, consequences, prohibition"
mba_student,"What documents are required for student vehicle registration?","Required documents include: 1) 1 Photocopy of Vehicle Registration Card, 2) 1 Photocopy of Student ID, 3) 1 Photocopy of a valid Driving License, and 4) An authorization letter from the rightful owner if the student is not the registered owner.","vehicle registration, documents, required"
mba_student,"What is required to park a motor vehicle in any university parking area?","To park a motor vehicle, it must be registered, and a vehicle pass must be permanently affixed to the right-hand side of the windscreen.","parking, vehicle registration, vehicle pass"
mba_student,"What must be done if a registered vehicle is transferred or sold?","Any transfer or sale of a registered vehicle must be reported promptly to the Student Affairs Office. If a new vehicle is purchased to replace another, the new one must be registered.","vehicle registration, transfer, sale, reporting"
mba_student,"What can result in the revocation of a vehicle pass?","Obtaining a vehicle pass by providing false information or unauthorized transfer of the permit to another vehicle will result in revocation of the vehicle pass.","vehicle pass, revocation, false information, unauthorized transfer"
mba_student,"How can students provide feedback to XMUM?","Students can obtain a feedback form at the Student Affairs Office during office hours (8:30 am to 5:30 pm) or email studentaffairs@xmu.edu.my.","feedback, Student Affairs Office, email"
mba_student,"What happens to completed feedback forms?","Completed feedback forms are reviewed by the Office of Student Affairs and forwarded to the appropriate office based on the subject matter.","feedback, process, forwarding"
mba_student,"How can students report lost items on campus?","Students can check with the Student Helpdesk by filling out and submitting the Lost Item Form. The Helpdesk will check found items and contact the student if a match is found.","lost and found, reporting lost items, Student Helpdesk"
mba_student,"What identification is required to retrieve lost items?","Anyone claiming lost items must show a current, valid form of identification such as Student ID, IC, or passport.","lost and found, retrieving items, identification"
mba_student,"Where should found items be turned in?","Found items should be turned in at the Student Affairs Office during working hours.","lost and found, turning in items, Student Affairs Office"
mba_student,"How long are unclaimed items held?","Unclaimed items will be held for at least 60 days, after which they may be discarded.","lost and found, unclaimed property, duration"
mba_student,"Does the Student Helpdesk assume responsibility for lost, damaged, or stolen personal property?","No, the Student Helpdesk does not assume responsibility for any lost, damaged, or stolen personal property brought to campus.","lost and found, responsibility, personal property"
mba_student,"What is the policy regarding lost or damaged student ID cards?","Official university student ID cards must be carried at all times. Transferring or using another person's card is strictly prohibited.","student ID, lost, damaged, policy"
mba_student,"What is the procedure for reporting a lost or damaged student ID card?","Students must immediately report a lost/damaged card to the Student Helpdesk during working hours (8:30 am to 5:30 pm on weekdays).","student ID, lost, damaged, reporting, procedure"
mba_student,"Is there an administrative charge for lost or damaged ID cards?","Yes, lost/damaged ID cards will incur an administrative charge.","student ID, lost, damaged, administrative charge"
mba_student,"How many student ID cards are students permitted to have at one time?","Students are only permitted one student ID card per person at a time.","student ID, limit, policy"
mba_student,"Who is covered under the Student Group Personal Accident Insurance?","All current full-time students enrolled in Xiamen University Malaysia are covered.","insurance, personal accident, coverage, full-time students"
mba_student,"What type of claims does the Student Group Personal Accident Insurance cover?","The policy is restricted to claims for injuries that result from accidents. Expenses due to sickness and illness are not covered.","insurance, personal accident, coverage, accidents, illness"
mba_student,"What is the coverage amount for Accidental Death under the personal accident insurance?","The coverage amount for Accidental Death is RM15,000.","insurance, personal accident, coverage, accidental death"
mba_student,"What is the coverage amount for Accidental Permanent Disablement?","The coverage amount for Accidental Permanent Disablement is RM50,000.","insurance, personal accident, coverage, disablement"
mba_student,"What is the coverage amount for Accidental Death on Public Common Carrier?","The coverage amount for Accidental Death on Public Common Carrier is RM15,000.","insurance, personal accident, coverage, public transport"
mba_student,"What is the coverage amount for Accidental Death in School Premises?","The coverage amount for Accidental Death in School Premises is RM15,000.","insurance, personal accident, coverage, school premises"
mba_student,"What is the coverage amount for Accidental Medical Indemnity?","The coverage amount for Accidental Medical Indemnity is RM2,000.","insurance, personal accident, coverage, medical indemnity"
mba_student,"What are the ambulance fee coverages for private and government hospitals?","The ambulance fee coverage is RM50 for Private Hospitals and RM25 for Government Hospitals.","insurance, personal accident, coverage, ambulance fee"
mba_student,"What is the coverage amount for Kidnapping Extension?","The coverage amount for Kidnapping Extension is RM15,000.","insurance, personal accident, coverage, kidnapping"
mba_student,"What is the coverage amount for Bereavement Allowance?","The coverage amount for Bereavement Allowance is RM2,000.","insurance, personal accident, coverage, bereavement"
mba_student,"What are the daily hospital cash allowance coverages for private and government hospitals?","The daily hospital cash allowance is RM50 for Private Hospitals and RM25 for Government Hospitals.","insurance, personal accident, coverage, hospital cash allowance"
mba_student,"What is the coverage amount for Education Allowance?","The coverage amount for Education Allowance is RM20,000.","insurance, personal accident, coverage, education allowance"
mba_student,"What is the coverage amount for Sinseh or Traditional Treatments?","The coverage amount for Sinseh or Traditional Treatments is RM200.","insurance, personal accident, coverage, traditional treatments"
mba_student,"What is the coverage amount for Accidental Dental Treatment?","The coverage amount for Accidental Dental Treatment is RM500.","insurance, personal accident, coverage, dental treatment"
mba_student,"What is the coverage amount for Loss & Damage of Textbooks?","The coverage amount for Loss & Damage of Textbooks is RM200.","insurance, personal accident, coverage, textbooks"
mba_student,"What is the coverage amount for Allowance for School/Tuition Fees?","The coverage amount for Allowance for School/Tuition Fees is RM300.","insurance, personal accident, coverage, tuition fees"
mba_student,"How can students get details of the personal accident policy and lodge a claim?","Students can visit the Student Affairs Office to discuss the accident, obtain a personal accident claim form, and lodge a claim. It is advised to report to the Student Affairs Office as soon as possible after the incident.","insurance, personal accident, claims, procedure, Student Affairs Office"
mba_student,"What is the mission of the XMUM Counselling Centre?","The XMUM Counselling Centre aims to promote the mental well-being of students, valuing diversity and meeting unique needs through confidential and private counselling services.","counselling, mental well-being, confidentiality, diversity"
mba_student,"What types of counselling services does the Counselling Centre provide?","The Counselling Centre provides individual and group counselling.","counselling, services, individual, group"
mba_student,"What are some of the issues the Counselling Centre provides support for?","The Counselling Centre provides support for adaptation, self-exploration, study stress, emotions, grief and loss, sexuality/gender, family, boy-girl relationships, friendships, and career guidance.","counselling, support, issues"
mba_student,"How can students make an appointment for counselling?","Students can make an appointment by visiting the provided website links: http://www.xmu.edu.my/2017/0527/c14709a285624/page.htm or https://forms.office.com/r/thC285mjta.","counselling, appointment, booking, website"
mba_student,"Where is the Counselling Centre located?","The Counselling Centre is located in Room B1 # 110.","Counselling Centre, location"
mba_student,"What are the operating hours of the Counselling Centre?","The Counselling Centre operates Monday to Friday from 8:30 am to 5:30 pm.","Counselling Centre, office hours, schedule"
mba_student,"What is the email address for the Student Counselling service?","The email address for Student Counselling is counselling@xmu.edu.my.","counselling, contact, email"
mba_student,"What is the phone number for the Student Counselling service?","The phone number for Student Counselling is 03 8705 5059.","counselling, contact, phone"
mba_student,"What is the website for Student Counselling?","The website for Student Counselling is https://www.xmu.edu.my/2017/0527/c14709a285624/page.psp.","counselling, contact, website"
mba_student,"What is the mission of the Career Services Office (CSO)?","CSO aspires to equip students with tools, skills, and resources to explore, develop, and manage their career pathways, enabling them to become career-ready graduates with humanistic capacity, professional knowledge, and skills.","Career Services, mission, career readiness, skills"
mba_student,"What are the core activities offered by the Career Services Office (CSO)?","CSO offers Career Coaching, Industry Engagement Sessions (IES), Grill The Drill Series (GTD), Industrial Visits, Structured Internship Briefings (SIB), Internship & Job Placement Support, Campus Career Fairs, and On-campus recruitment (OCR).","Career Services, activities, career preparation"
mba_student,"What is Career Coaching offered by CSO?","Career Coaching involves one-on-one sessions to help students discover strengths, clarify goals, and plan career pathways.","Career Services, career coaching, one-on-one"
mba_student,"What is the purpose of Industry Engagement Sessions (IES)?","IES connects students with employers who provide information on career pathways and development in various industries.","Career Services, industry engagement, employers, career pathways"
mba_student,"What is the 'Grill The Drill Series (GTD)'?","GTD invites experienced professionals and alumni to share authentic work-life scenarios, career journeys, and workplace expectations.","Career Services, GTD, professionals, alumni"
mba_student,"What is the objective of Industrial Visits?","Industrial Visits allow students to visit selected organizations to gain insights into the real working environment.","Career Services, industrial visit, working environment"
mba_student,"What information is provided during a Structured Internship Briefing (SIB)?","SIB presents important information about internships, including expectations from academics and industry, to pre-internship students.","Career Services, internship, briefing, expectations"
mba_student,"How does CSO support internship and job placement?","CSO connects students to a strong network of employers to help secure internships and job offers aligned with their interests and potential.","Career Services, internship, job placement, employer network"
mba_student,"What happens during a Campus Career Fair?","During a Campus Career Fair, top employers are invited to showcase graduate job opportunities, conduct talent searches, and engage with students.","Career Services, career fair, employers, job opportunities"
mba_student,"What is On-campus recruitment (OCR)?","OCR involves inviting employers or recruiters to conduct their recruitment drives on campus.","Career Services, recruitment, on-campus"
mba_student,"Where is the Career Services Office located?","The Career Services Office is located in Room B1 # 107.","Career Services, location"
mba_student,"What are the operating hours of the Career Services Office?","The Career Services Office operates Monday to Friday from 8:30 am to 5:30 pm.","Career Services, office hours, schedule"
mba_student,"What is the email address for the Career Services Office?","The email address for the Career Services Office is careerservices@xmu.edu.my.","Career Services, contact, email"
mba_student,"What is the phone number for the Career Services Office?","The phone number for the Career Services Office is 03-8705 5300.","Career Services, contact, phone"
mba_student,"What is the main purpose of the International Student Affairs Office (ISAO)?","The ISAO provides advice, information, and support for all international students at XMUM throughout their student lifecycle, from initial student pass application to graduation.","international students, ISAO, support, student lifecycle"
mba_student,"What kind of advice does ISAO provide regarding student passes and visas?","ISAO provides professional and specialist advice on student pass/visa processes, including new applications, endorsements, transfers, variations, extensions/renewals, cancellations, and related requirements like medical screening and insurance.","international students, ISAO, student pass, visa, advice"
mba_student,"What are the basic immigration rules and regulations for international students?","All international students must have a valid student pass during their entire study period in Malaysia. The student pass is a sticker endorsement by the Immigration Department of Malaysia and includes a multiple-entry visa.","international students, immigration, student pass, visa"
mba_student,"What information is indicated on a student visa endorsement?","The student visa endorsement on the passport indicates the visa type, length of stay, number of entries permitted, and the validity of the Student Pass.","international students, visa, endorsement, validity"
mba_student,"How far in advance must international students submit their application for student pass renewal?","It is mandatory to submit the application for student pass renewal to ISAO at least twelve (12) weeks in advance of the expiry date.","international students, student pass, renewal, deadline"
mba_student,"Can international students arrange travel plans during the student pass renewal process?","No, during the student pass renewal process, students are not allowed to arrange travelling plans.","international students, student pass, renewal, travel"
mba_student,"When do students progressing to a higher level need to apply for a new student pass?","Students progressing from one level to another level will need to apply for a new student pass.","international students, student pass, level progression, new application"
mba_student,"What is the risk of failing to renew a student pass on time?","Failing to renew a student pass on time carries the risk of overstaying in the country, which is a federal offense and prosecutable by Malaysian laws.","international students, student pass, renewal, overstaying, legal consequences"
mba_student,"What are the compulsory academic requirements for international students to maintain their student pass?","International students must maintain a minimum of 80% attendance in all scheduled classes and achieve a CGPA above 2.3 for academic performance. Failing to meet these requirements may result in the student pass being revoked.","international students, academic requirements, attendance, CGPA, student pass"
mba_student,"What happens if an international student is absent from classes for three consecutive days?","International students who are absent from classes for three (3) consecutive days will be reported to the Immigration Department of Malaysia.","international students, attendance, reporting, Immigration Department"
mba_student,"Who is responsible for monitoring the expiry dates of passports and student passes?","Students are responsible for monitoring the expiry dates of their passports and student passes.","international students, passport, student pass, expiry date, responsibility"
mba_student,"What are the potential penalties for late submission of student pass renewal?","Penalties may be imposed by the Immigration Department of Malaysia in the event of late submission for renewal or submission after the student pass has expired. All costs will be borne by the student.","international students, student pass, renewal, penalties, costs"
mba_student,"When must ISAO be informed about withdrawal or deferment of study?","For withdrawal or deferment of study, students are required to inform ISAO four (4) weeks before they leave the country or University.","international students, withdrawal, deferment, notification, ISAO"
