module,question,answer,keywords
foundation_student,"What are the entry requirements for the Foundation in Information Technology (FiIT) based on SPM?","For Foundation in Information Technology, SPM holders need at least a credit in five subjects including Mathematics and English.","FiIT,entry requirements,SPM,mathematics,english"
foundation_student,"What are the entry requirements for the Foundation in Information Technology (FiIT) based on UEC?","For Foundation in Information Technology, UEC holders need at least a Grade B in three subjects including Mathematics and English.","FiIT,entry requirements,UEC,mathematics,english"
foundation_student,"What are the English language requirements for international students applying for foundation programmes?","International students must have a grade equivalent to a credit in SPM English and achieve a minimum score in a recognised English language test (IELTS 5.0, TOEFL iBT 40, MUET Band 3.5, or equivalent).","English requirement,international students,foundation,language proficiency,IELTS,TOEFL,MUET"
foundation_student,"How many credits are required to graduate from the Foundation in Science programme?","A minimum of 50 credits must be earned to graduate from the Foundation in Science programme.","FIS,graduation,credits,minimum,programme"
foundation_student,"What is the minimum CGPA required for graduation from foundation programmes?","A CGPA of 2.00 or higher is required for graduation from foundation programmes.","CGPA,graduation,minimum,requirement,academic"
foundation_student,"What is the minimum grade required to pass a course in foundation programmes?","Students are required to pass all assigned courses with at least a Grade D.","pass,course,grade,minimum,academic"
foundation_student,"What is the credit value for 'Introduction to Academic English' in the Foundation in Science programme?","'Introduction to Academic English' (FCC1071) has a credit value of 4.","FIS,course,credit,Academic English,FCC1071"
foundation_student,"What is the credit value for 'Algebra' in the Foundation in Science programme?","'Algebra' (FIS1111) has a credit value of 3.","FIS,course,credit,Algebra,FIS1111"
foundation_student,"What is the credit value for 'Chemistry I' in the Foundation in Science programme?","'Chemistry I' (FIS2051) has a credit value of 4.","FIS,course,credit,Chemistry I,FIS2051"
foundation_student,"What is the credit value for 'Introduction to Mass Communication' in the Foundation in Arts and Social Science programme?","'Introduction to Mass Communication' (FIA2231) has a credit value of 4.","FIA,course,credit,Mass Communication,FIA2231"
foundation_student,"What is the credit value for 'Basics of Information and Communication Technology' in the Foundation in Arts and Social Science programme?","'Basics of Information and Communication Technology' (FIA2301) has a credit value of 4.","FIA,course,credit,ICT,FIA2301"
foundation_student,"What is the credit value for 'Chinese Language Characters' in the Foundation in Arts and Social Science programme?","'Chinese Language Characters' (FIA2171) has a credit value of 4.","FIA,course,credit,Chinese Language,FIA2171"
foundation_student,"What is the credit value for 'Fundamentals of Computing' in the Foundation in Information Technology programme?","'Fundamentals of Computing' (FIT1101) has a credit value of 4.","FiIT,course,credit,Computing,FIT1101"
foundation_student,"What is the credit value for 'Introduction to Discrete Mathematics' in the Foundation in Information Technology programme?","'Introduction to Discrete Mathematics' (FIT2031) has a credit value of 4.","FiIT,course,credit,Discrete Mathematics,FIT2031"
foundation_student,"What is the credit value for 'Information Technology Mini Project' in the Foundation in Information Technology programme?","'Information Technology Mini Project' (FIT3081) has a credit value of 5.","FiIT,course,credit,Mini Project,FIT3081"
foundation_student,"What are the grade point values for each grade in the XMUM grading system?","A+ is 4.0, A is 4.0, B+ is 3.7, B is 3.3, B- is 3.0, C+ is 2.7, C is 2.3, C- is 2.0, D is 1.7, and F is 0.","grading system,grade points,marks,GPA,CGPA"
foundation_student,"What is the condition for a Grade D to be considered a pass?","A student awarded a Grade D is considered to have passed a course if their CGPA is 2.00 or higher at the end of their studies.","Grade D,pass,CGPA,graduation,conditional pass"
foundation_student,"How is the Grade Point Average (GPA) for a semester calculated?","GPA is calculated by summing the product of credits earned and grade points awarded for each course, divided by the total credits earned in the semester.","GPA,calculation,semester,grade points,credits"
foundation_student,"How is the Cumulative Grade Point Average (CGPA) calculated?","CGPA is calculated by summing the product of credits earned and grade points awarded for each course across all semesters, divided by the cumulative credits earned.","CGPA,calculation,cumulative,grade points,credits"
foundation_student,"What is the weightage of the final examination in the total marks for a course?","The final examination constitutes 50% of the total marks for a course.","final examination,weightage,total marks,assessment,coursework"
foundation_student,"What is the weightage of coursework in the total marks for a course?","Coursework, including quizzes, assignments, projects, and laboratory reports, constitutes the remaining 50% of the total marks.","coursework,weightage,total marks,assessment,final examination"
foundation_student,"Under what circumstances can a student defer a final examination?","Students can defer final examinations due to physical incapacity from illness, or exceptional circumstances such as accidents, bereavement, or personal tragedy.","deferral,final examination,illness,exceptional circumstances,support"
foundation_student,"What is the deadline for applying to defer a final examination?","Applications to defer a final examination must be submitted at the latest three (3) working days after the official scheduled date of the examination.","deferral,final examination,deadline,application,support"
foundation_student,"What happens if a student leaves an examination venue without completing the exam?","If a student leaves an examination venue without completing the exam, they are deemed to have sat for it, and the marks awarded will be their final marks with no replacement granted.","examination,completion,leave,marks,penalty"
foundation_student,"Under what conditions can students in their third or later semester resit a final examination?","Students in their third or later semester may be offered to resit up to three passed, conditionally passed, or failed courses, with the final grade capped at Grade C, if they fail to attain a graduation CGPA of 2.00 or above, or meet specific conditions related to CGPA and failed courses.","resit,final examination,semester,CGPA,graduation"
foundation_student,"What is the maximum number of courses a student can resit if they are in their third or later semester?","Students in their third or later semester may be allowed to resit up to three courses.","resit,final examination,courses,limit,semester"
foundation_student,"What is the maximum grade a student can achieve when resitting a final examination?","The final grade in a resat examination is capped at a Grade C.","resit,final examination,grade cap,maximum grade,C"
foundation_student,"When might a student be given an opportunity to resit a final examination for a course that is being phased out?","A student may be given an opportunity to resit a failed course if it is being phased out due to its removal from the programme curriculum.","resit,final examination,phased out,course,curriculum"
foundation_student,"What is the vision of Xiamen University Malaysia (XMUM)?","XMUM aims to be a multi-cultural university known for teaching and research excellence, nurturing young talents into dignified, wise, and responsible members of society ready to contribute to Malaysia, China, and Southeast Asia.","vision,XMUM,excellence,research,talent"
foundation_student,"What is the motto of Xiamen University Malaysia (XMUM)?","The university's motto is “Pursuing Excellence, Striving for Perfection”.","motto,XMUM,excellence,perfection"
foundation_student,"What are the core values of XMUM?","XMUM embraces cultural diversity and tolerance, and recognises the right to freedom in academic and research pursuits.","core values,XMUM,diversity,tolerance,academic freedom"
foundation_student,"What is the duration of study for foundation programmes?","The standard duration of study for foundation programmes is one year or three semesters.","duration,study,foundation,programme,semesters"
foundation_student,"What is the maximum duration a student can extend their study for foundation programmes?","Students are allowed to extend their study duration for up to three more semesters.","extension,study,foundation,programme,semesters"
foundation_student,"What are the entry requirements for Foundation in Science (FIS) based on SPM/SPMV for Biological Science?","A pass in SPM/SPMV with at least a credit or Grade C in 5 subjects including Mathematics and 2 science subjects, and a pass in Bahasa Melayu and English.","FIS,entry requirements,SPM,Biological Science,mathematics,science"
foundation_student,"What are the entry requirements for Foundation in Science (FIS) based on O-Level for Physical Science?","A pass in O-Level with at least a credit or Grade C in 5 subjects including Mathematics and Physics, and a pass in English.","FIS,entry requirements,O-Level,Physical Science,mathematics,physics"
foundation_student,"What are the entry requirements for Foundation in Science (FIS) based on UEC for Traditional Chinese Medicine?","A pass in UEC with at least a Grade B in Mathematics and 2 science subjects, and a pass in Bahasa Melayu and English.","FIS,entry requirements,UEC,Traditional Chinese Medicine,mathematics,science"
foundation_student,"What are the entry requirements for Foundation in Arts and Social Science (FIA) based on SPM/SPMV for Business Studies?","A pass in SPM/SPMV with at least a credit or Grade C in 5 subjects including Mathematics and English.","FIA,entry requirements,SPM,Business Studies,mathematics,english"
foundation_student,"What are the entry requirements for Foundation in Arts and Social Science (FIA) based on O-Level for Communication Studies?","A pass in O-Level with at least a credit or Grade C in 5 subjects including English.","FIA,entry requirements,O-Level,Communication Studies,english"
foundation_student,"What are the entry requirements for Foundation in Arts and Social Science (FIA) based on UEC for Chinese Studies?","A pass in UEC with at least a Grade B6 in 3 subjects including Chinese, and a pass in English.","FIA,entry requirements,UEC,Chinese Studies,chinese,english"
foundation_student,"What are the entry requirements for Foundation in Information Technology (FiIT) based on SPM?","Possess SPM with at least credit in five (5) subjects including Mathematics and English.","FiIT,entry requirements,SPM,mathematics,english"
foundation_student,"What are the entry requirements for Foundation in Information Technology (FiIT) based on UEC?","A pass in UEC with at least a Grade B in three (3) subjects including Mathematics and English.","FiIT,entry requirements,UEC,mathematics,english"
foundation_student,"What are the English language requirements for international students?","International students must have a grade equivalent to a credit in SPM English and achieve a minimum score in a recognised English language test (IELTS 5.0, TOEFL iBT 40, MUET Band 3.5, or equivalent).","English requirement,international students,language proficiency,IELTS,TOEFL,MUET"
foundation_student,"How many credits are required to graduate from the Foundation in Science programme?","A minimum of 50 credits must be earned to graduate from the Foundation in Science programme.","FIS,graduation,credits,minimum,programme"
foundation_student,"What is the minimum CGPA required for graduation from foundation programmes?","A CGPA of 2.00 or higher is required for graduation.","CGPA,graduation,minimum,requirement,academic"
foundation_student,"What is the minimum grade required to pass a course?","Students are required to pass all assigned courses with at least a Grade D.","pass,course,grade,minimum,academic"
foundation_student,"What is the weightage of the final examination in course assessment?","The final examination shall constitute 50% of the total marks.","final examination,weightage,assessment,marks"
foundation_student,"What is the weightage of coursework in course assessment?","Coursework, including quizzes, assignments, projects, and laboratory reports, shall constitute the remaining 50% of the total marks.","coursework,weightage,assessment,marks"
foundation_student,"What are the grounds for deferring a final examination?","Students can defer final examinations due to illnesses or exceptional circumstances such as accidents, bereavement, or personal tragedy.","deferral,final examination,illness,exceptional circumstances,support"
foundation_student,"What is the deadline for submitting a deferral application for a final examination?","Applications for deferral must be submitted at the latest three (3) working days after the official scheduled date of the final examination.","deferral,final examination,deadline,application,support"
foundation_student,"What is the consequence of leaving an examination venue without completing the exam?","Leaving an examination venue without completing the exam means the student is deemed to have sat for it, and the marks awarded will be treated as final with no replacement.","examination,completion,leave,marks,penalty"
foundation_student,"Under what conditions can a student resit a final examination if they are in their third or later semester?","Students in their third or later semester may be offered to resit up to three passed, conditionally passed, or failed courses if they fail to attain a graduation CGPA of 2.00 or above, or meet specific conditions related to CGPA and failed courses.","resit,final examination,semester,CGPA,graduation"
foundation_student,"What is the maximum grade a student can achieve when resitting a final examination?","The final grade in a resat examination will be capped at a Grade C.","resit,final examination,grade cap,maximum grade,C"
foundation_student,"When can a student resit a final examination for a course that is being phased out?","A student may be given an opportunity to resit a failed course if it is being phased out due to its removal from the programme curriculum.","resit,final examination,phased out,course,curriculum"
foundation_student,"What is the vision of Xiamen University Malaysia (XMUM)?","XMUM aims to be a multi-cultural university known for teaching and research excellence, nurturing young talents into dignified, wise, and responsible members of society who are ready to contribute to the prosperity and social progress of Malaysia, China and Southeast Asia.","vision,XMUM,excellence,research,talent"
foundation_student,"What is the motto of Xiamen University Malaysia (XMUM)?","The university's motto is “Pursuing Excellence, Striving for Perfection”.","motto,XMUM,excellence,perfection"
foundation_student,"What are the core values of XMUM?","XMUM embraces cultural diversity and tolerance, and recognises the right to freedom in academic and research pursuits.","core values,XMUM,diversity,tolerance,academic freedom"
foundation_student,"What is the standard duration of study for foundation programmes?","The standard duration of study for foundation programmes is one year or three semesters.","duration,study,foundation,programme,semesters"
foundation_student,"What is the maximum duration a student can extend their study for foundation programmes?","Students are allowed to extend their study duration for up to three more semesters.","extension,study,foundation,programme,semesters"
foundation_student,"What are the entry requirements for Foundation in Science (FIS) based on SPM/SPMV for Biological Science?","A pass in SPM/SPMV with at least a credit or Grade C in 5 subjects including Mathematics and 2 science subjects, and a pass in Bahasa Melayu and English.","FIS,entry requirements,SPM,Biological Science,mathematics,science"
foundation_student,"What are the entry requirements for Foundation in Science (FIS) based on O-Level for Physical Science?","A pass in O-Level with at least a credit or Grade C in 5 subjects including Mathematics and Physics, and a pass in English.","FIS,entry requirements,O-Level,Physical Science,mathematics,physics"
foundation_student,"What are the entry requirements for Foundation in Science (FIS) based on UEC for Traditional Chinese Medicine?","A pass in UEC with at least a Grade B in Mathematics and 2 science subjects, and a pass in Bahasa Melayu and English.","FIS,entry requirements,UEC,Traditional Chinese Medicine,mathematics,science"
foundation_student,"What are the entry requirements for Foundation in Arts and Social Science (FIA) based on SPM/SPMV for Business Studies?","A pass in SPM/SPMV with at least a credit or Grade C in 5 subjects including Mathematics and English.","FIA,entry requirements,SPM,Business Studies,mathematics,english"
foundation_student,"What are the entry requirements for Foundation in Arts and Social Science (FIA) based on O-Level for Communication Studies?","A pass in O-Level with at least a credit or Grade C in 5 subjects including English.","FIA,entry requirements,O-Level,Communication Studies,english"
foundation_student,"What are the entry requirements for Foundation in Arts and Social Science (FIA) based on UEC for Chinese Studies?","A pass in UEC with at least a Grade B6 in 3 subjects including Chinese, and a pass in English.","FIA,entry requirements,UEC,Chinese Studies,chinese,english"
foundation_student,"What are the entry requirements for Foundation in Information Technology (FiIT) based on SPM?","Possess SPM with at least credit in five (5) subjects including Mathematics and English.","FiIT,entry requirements,SPM,mathematics,english"
foundation_student,"What are the entry requirements for Foundation in Information Technology (FiIT) based on UEC?","A pass in UEC with at least a Grade B in three (3) subjects including Mathematics and English.","FiIT,entry requirements,UEC,mathematics,english"
foundation_student,"What are the English language requirements for international students?","International students must have a grade equivalent to a credit in SPM English and achieve a minimum score in a recognised English language test (IELTS 5.0, TOEFL iBT 40, MUET Band 3.5, or equivalent).","English requirement,international students,language proficiency,IELTS,TOEFL,MUET"
foundation_student,"How many credits are required to graduate from the Foundation in Science programme?","A minimum of 50 credits must be earned to graduate from the Foundation in Science programme.","FIS,graduation,credits,minimum,programme"
foundation_student,"What is the minimum CGPA required for graduation from foundation programmes?","A CGPA of 2.00 or higher is required for graduation.","CGPA,graduation,minimum,requirement,academic"
foundation_student,"What is the minimum grade required to pass a course?","Students are required to pass all assigned courses with at least a Grade D.","pass,course,grade,minimum,academic"
foundation_student,"What is the weightage of the final examination in course assessment?","The final examination shall constitute 50% of the total marks.","final examination,weightage,assessment,marks"
foundation_student,"What is the weightage of coursework in course assessment?","Coursework, including quizzes, assignments, projects, and laboratory reports, shall constitute the remaining 50% of the total marks.","coursework,weightage,assessment,marks"
foundation_student,"What are the grounds for deferring a final examination?","Students can defer final examinations due to illnesses or exceptional circumstances such as accidents, bereavement, or personal tragedy.","deferral,final examination,illness,exceptional circumstances,support"
foundation_student,"What is the deadline for submitting a deferral application for a final examination?","Applications for deferral must be submitted at the latest three (3) working days after the official scheduled date of the final examination.","deferral,final examination,deadline,application,support"
foundation_student,"What is the consequence of leaving an examination venue without completing the exam?","Leaving an examination venue without completing the exam means the student is deemed to have sat for it, and the marks awarded will be treated as final with no replacement.","examination,completion,leave,marks,penalty"
foundation_student,"Under what conditions can a student resit a final examination if they are in their third or later semester?","Students in their third or later semester may be offered to resit up to three passed, conditionally passed, or failed courses if they fail to attain a graduation CGPA of 2.00 or above, or meet specific conditions related to CGPA and failed courses.","resit,final examination,semester,CGPA,graduation"
foundation_student,"What is the maximum grade a student can achieve when resitting a final examination?","The final grade in a resat examination will be capped at a Grade C.","resit,final examination,grade cap,maximum grade,C"
foundation_student,"When can a student resit a final examination for a course that is being phased out?","A student may be given an opportunity to resit a failed course if it is being phased out due to its removal from the programme curriculum.","resit,final examination,phased out,course,curriculum"
foundation_student,"What items or activities are prohibited in university residences?", "The consumption and possession of chewing gum, littering, spitting in public areas, ball games, rollerblading/skating, and other gym equipment deemed inappropriate by the AO are prohibited. Religious altars or prayer paraphernalia are also not allowed.", "residence, prohibited, rules, activities, banned"
foundation_student,"What is the policy on intoxication in university residences?", "A resident must not be in a state of intoxication when returning to his or her residence.", "intoxication, residence, rules, policy"
foundation_student,"What is a resident's responsibility regarding their whereabouts during an emergency?", "It is the resident's responsibility to ensure that their parent(s) and room/unit mate(s) are aware of their whereabouts to ensure they are contactable during an emergency.", "emergency, contact, whereabouts, responsibility"
foundation_student,"Who is responsible for paying for damages to furniture and fittings in a residence unit?", "Residents who cause damage to furniture and fittings in their unit will have to pay for the damage based on the purchase price of the item.", "damage, furniture, fittings, payment, residence"
foundation_student,"Are residents allowed to remove facilities from common areas and place them in their units?", "No, residents are prohibited from removing any facilities in the common area and placing them in their residences.", "common area, facilities, prohibited, rules"
foundation_student,"Is cooking allowed in university residence units?", "Cooking is strictly prohibited in the units. Light cooking is allowed
foundation_student,"What are the rules regarding fire safety equipment on campus?","It is strictly prohibited to intentionally set off a fire alarm, tamper with any fire exits, or cause damage to any smoke detectors, fire alarms, and other fire safety equipment.","fire, safety, alarm, emergency"
foundation_student,"What is the contact number for the Bandar Baru Salak Tinggi Police Station?","The contact number for the Bandar Baru Salak Tinggi Police Station is 03 8777 4484.","police, station, contact, emergency"
foundation_student,"What is the contact number for the Dengkil Police Station?","The contact number for the Dengkil Police Station is 03 8768 6222.","police, station, contact, emergency"
foundation_student,"What is the contact number for the Sepang Police Station?","The contact number for the Sepang Police Station is 03 8777 4222.","police, station, contact, emergency"
foundation_student,"What is the contact number for the Sepang Fire Brigade?","The contact number for the Sepang Fire Brigade is 03 3142 1333.","fire, brigade, contact, emergency"
foundation_student,"What is the contact number for the KLIA Fire Brigade?","The contact number for the KLIA Fire Brigade is 03 8787 4970.","fire, brigade, contact, emergency"
foundation_student,"What is the XMUM Emergency Helpline number?","The XMUM Emergency Helpline number is 019 348 9999.","emergency, helpline, campus, contact"
foundation_student,"What is the contact number for the Pool Lifeguard?","The contact number for the Pool Lifeguard is 012 584 6405.","pool, lifeguard, contact, emergency"
foundation_student,"What is the name of the on-campus medical centre?","The on-campus medical centre is PluxHealth Clinic.","medical, clinic, health, campus"
foundation_student,"What student support and language centres are available on campus?","The campus features a Counselling Centre and an English Language Education Centre.","counselling, english, language, support"
foundation_student,"What facilities are available for students on campus?","The campus facilities include Student Accommodation, a Cafeteria, Sports Facilities, a Library, and Teaching and Learning Facilities.","accommodation, cafeteria, library, facilities"
